BIM,target,variable,lag,correlation
T4,OD,Temp_Norm,-3,
T4,OD,Temp_Norm,-2,
T4,OD,Temp_Norm,-1,
T4,OD,Temp_Norm,0,
T4,OD,Temp_Norm,1,
T4,OD,Temp_Norm,2,
T4,OD,Temp_Norm,3,
T4,OD,Temp_Norm,4,
T4,OD,Temp_Norm,5,
T4,OD,EC,-5,
T4,OD,EC,-4,
T4,OD,EC,-3,
T4,OD,EC,-2,
T4,OD,EC,-1,1.0
T4,OD,EC,0,0.3377412969436899
T4,OD,EC,1,-1.0
T4,OD,EC,2,
T4,OD,EC,3,
T4,OD,EC,4,
T4,OD,EC,5,
T4,OD,EC_Norm,-5,
T4,OD,EC_Norm,-4,
T4,OD,EC_Norm,-3,
T4,OD,EC_Norm,-2,
T4,OD,EC_Norm,-1,
T4,OD,EC_Norm,0,
T4,OD,EC_Norm,1,
T4,OD,EC_Norm,2,
T4,OD,EC_Norm,3,
T4,OD,EC_Norm,4,
T4,OD,EC_Norm,5,
T4,OD,OD_Norm,-5,
T4,OD,OD_Norm,-4,
T4,OD,OD_Norm,-3,
T4,OD,OD_Norm,-2,
T4,OD,OD_Norm,-1,
T4,OD,OD_Norm,0,
T4,OD,OD_Norm,1,
T4,OD,OD_Norm,2,
T4,OD,OD_Norm,3,
T4,OD,OD_Norm,4,
T4,OD,OD_Norm,5,
T5,OD,pH,-5,
T5,OD,pH,-4,
T5,OD,pH,-3,
T5,OD,pH,-2,
T5,OD,pH,-1,1.0
T5,OD,pH,0,0.41760043556647164
T5,OD,pH,1,-1.0
T5,OD,pH,2,
T5,OD,pH,3,
T5,OD,pH,4,
T5,OD,pH,5,
T5,OD,pH_Norm,-5,
T5,OD,pH_Norm,-4,
T5,OD,pH_Norm,-3,
T5,OD,pH_Norm,-2,
T5,OD,pH_Norm,-1,
T5,OD,pH_Norm,0,
T5,OD,pH_Norm,1,
T5,OD,pH_Norm,2,
T5,OD,pH_Norm,3,
T5,OD,pH_Norm,4,
T5,OD,pH_Norm,5,
T5,OD,Temperatura (°C),-5,
T5,OD,Temperatura (°C),-4,
T5,OD,Temperatura (°C),-3,
T5,OD,Temperatura (°C),-2,
T5,OD,Temperatura (°C),-1,-1.0
T5,OD,Temperatura (°C),0,-0.9270451408277051
T5,OD,Temperatura (°C),1,-1.0
T5,OD,Temperatura (°C),2,
T5,OD,Temperatura (°C),3,
T5,OD,Temperatura (°C),4,
T5,OD,Temperatura (°C),5,
T5,OD,Temp_Norm,-5,
T5,OD,Temp_Norm,-4,
T5,OD,Temp_Norm,-3,
T5,OD,Temp_Norm,-2,
T5,OD,Temp_Norm,-1,
T5,OD,Temp_Norm,0,
T5,OD,Temp_Norm,1,
T5,OD,Temp_Norm,2,
T5,OD,Temp_Norm,3,
T5,OD,Temp_Norm,4,
T5,OD,Temp_Norm,5,
T5,OD,EC,-5,
T5,OD,EC,-4,
T5,OD,EC,-3,
T5,OD,EC,-2,
T5,OD,EC,-1,1.0
T5,OD,EC,0,0.18260820651753706
T5,OD,EC,1,-1.0
T5,OD,EC,2,
T5,OD,EC,3,
T5,OD,EC,4,
T5,OD,EC,5,
T5,OD,EC_Norm,-5,
T5,OD,EC_Norm,-4,
T5,OD,EC_Norm,-3,
T5,OD,EC_Norm,-2,
T5,OD,EC_Norm,-1,
T5,OD,EC_Norm,0,
T5,OD,EC_Norm,1,
T5,OD,EC_Norm,2,
T5,OD,EC_Norm,3,
T5,OD,EC_Norm,4,
T5,OD,EC_Norm,5,
T5,OD,OD_Norm,-5,
T5,OD,OD_Norm,-4,
T5,OD,OD_Norm,-3,
T5,OD,OD_Norm,-2,
T5,OD,OD_Norm,-1,
T5,OD,OD_Norm,0,
T5,OD,OD_Norm,1,
T5,OD,OD_Norm,2,
T5,OD,OD_Norm,3,
T5,OD,OD_Norm,4,
T5,OD,OD_Norm,5,
T6,OD,pH,-5,
T6,OD,pH,-4,
T6,OD,pH,-3,
T6,OD,pH,-2,
T6,OD,pH,-1,1.0
T6,OD,pH,0,0.6905076603169362
T6,OD,pH,1,-1.0
T6,OD,pH,2,
T6,OD,pH,3,
T6,OD,pH,4,
T6,OD,pH,5,
T6,OD,pH_Norm,-5,
T6,OD,pH_Norm,-4,
T6,OD,pH_Norm,-3,
T6,OD,pH_Norm,-2,
T6,OD,pH_Norm,-1,
T6,OD,pH_Norm,0,
T6,OD,pH_Norm,1,
T6,OD,pH_Norm,2,
T6,OD,pH_Norm,3,
T6,OD,pH_Norm,4,
T6,OD,pH_Norm,5,
T6,OD,Temperatura (°C),-5,
T6,OD,Temperatura (°C),-4,
T6,OD,Temperatura (°C),-3,
T6,OD,Temperatura (°C),-2,
T6,OD,Temperatura (°C),-1,-0.9999999999999999
T6,OD,Temperatura (°C),0,-0.9998370531276852
T6,OD,Temperatura (°C),1,-1.0
T6,OD,Temperatura (°C),2,
T6,OD,Temperatura (°C),3,
T6,OD,Temperatura (°C),4,
T6,OD,Temperatura (°C),5,
T6,OD,Temp_Norm,-5,
T6,OD,Temp_Norm,-4,
T6,OD,Temp_Norm,-3,
T6,OD,Temp_Norm,-2,
T6,OD,Temp_Norm,-1,
T6,OD,Temp_Norm,0,
T6,OD,Temp_Norm,1,
T6,OD,Temp_Norm,2,
T6,OD,Temp_Norm,3,
T6,OD,Temp_Norm,4,
T6,OD,Temp_Norm,5,
T6,OD,EC,-5,
T6,OD,EC,-4,
T6,OD,EC,-3,
T6,OD,EC,-2,
T6,OD,EC,-1,0.9999999999999998
T6,OD,EC,0,0.6850264661116988
T6,OD,EC,1,-1.0
T6,OD,EC,2,
T6,OD,EC,3,
T6,OD,EC,4,
T6,OD,EC,5,
T6,OD,EC_Norm,-5,
T6,OD,EC_Norm,-4,
T6,OD,EC_Norm,-3,
T6,OD,EC_Norm,-2,
T6,OD,EC_Norm,-1,
T6,OD,EC_Norm,0,
T6,OD,EC_Norm,1,
T6,OD,EC_Norm,2,
T6,OD,EC_Norm,3,
T6,OD,EC_Norm,4,
T6,OD,EC_Norm,5,
T6,OD,OD_Norm,-5,
T6,OD,OD_Norm,-4,
T6,OD,OD_Norm,-3,
T6,OD,OD_Norm,-2,
T6,OD,OD_Norm,-1,
T6,OD,OD_Norm,0,
T6,OD,OD_Norm,1,
T6,OD,OD_Norm,2,
T6,OD,OD_Norm,3,
T6,OD,OD_Norm,4,
T6,OD,OD_Norm,5,
