BIM,variable,count,mean,median,mode,std,variance,min,p05,p25,p50,p75,p95,max,skewness,kurtosis,coefficient_variation
BIM-09,Temp_Norm,6,0.09836292365312992,0.12267588551290667,-0.193392618664193,0.19128600335897153,0.03659033508104847,-0.193392618664193,-0.14780581517711117,0.016306677376383284,0.12267588551290667,0.1652235687675154,0.32629694108853885,0.3779619850405653,-0.1621637060454746,0.8261866421687225,1.9446961950168182
BIM-09,EC,6,2311.6666666666665,2300.0,2280.0,36.5604522218567,1336.6666666666667,2280.0,2280.0,2282.5,2300.0,2332.5,2362.5,2370.0,0.9058204964638286,-0.5867500823999512,0.01581562460931076
BIM-09,EC_Norm,6,-0.38405797101449274,-0.4347826086956522,-0.5217391304347826,0.1589584879211161,0.025267800882167613,-0.5217391304347826,-0.5217391304347826,-0.5108695652173914,-0.4347826086956522,-0.2934782608695652,-0.1630434782608695,-0.1304347826086956,0.9058204964638098,-0.5867500823999849,-0.41389191194554764
BIM-09,OD,6,0.7176666666666667,0.7915000000000001,0.447,0.17173545547343058,0.02949306666666666,0.447,0.47575,0.6192500000000001,0.7915000000000001,0.8325,0.8625,0.868,-1.0237937159743449,-0.7811583278546372,0.23929696536009834
BIM-09,OD_Norm,6,0.5574229446758161,0.9893390158261621,-1.025944322927258,1.0046316461214353,1.009284744388665,-1.025944322927258,-0.8577602997366605,-0.0183026535505475,0.9893390158261621,1.2291840575936228,1.4046804296185935,1.436854764489838,-1.0237937159743453,-0.7811583278546363,1.802278961993043
BIM-09,Delta_pH_1d,6,0.0650000000000001,0.10500000000000041,0.2400000000000002,0.19439650202614275,0.03779000000000012,-0.1700000000000017,-0.16000000000000103,-0.10249999999999915,0.10500000000000041,0.23750000000000027,0.2400000000000002,0.2400000000000002,-0.23669238928089992,-2.738008916981835,2.990715415786807
BIM-12,pH,15,7.559333333333333,7.42,7.0,0.5055755795790247,0.2556066666666667,6.95,6.985,7.21,7.42,7.985,8.398,8.58,0.683452106501165,-0.5654017113502965,0.06688097445705415
BIM-12,pH_Norm,15,-0.8949888604944513,-1.135633883859178,-1.861023188738496,0.8731883767494933,0.7624579412904151,-1.947379058366986,-1.886929949627043,-1.4983285362988363,-1.135633883859178,-0.15981255705723674,0.5534869260740923,0.8678222915217971,0.6834521065011625,-0.5654017113502983,-0.9756416144297999
BIM-12,Temperatura (°C),15,16.453333333333337,16.5,15.3,0.8887122840433358,0.7898095238095229,15.3,15.3,15.7,16.5,17.0,17.9,17.9,0.11771799168270312,-0.966149933172781,0.054014117749797544
BIM-12,Temp_Norm,15,-0.7169317307113894,-0.8863120316678356,-1.396884230723151,0.6146019891769717,0.37773560510029053,-1.457666635372592,-1.4151189521179832,-1.141598131195493,-0.8863120316678356,-0.1994708591291371,0.30259180327525576,0.5238397561992258,0.6834521065011618,-0.5654017113502978,-0.8572671048708097
BIM-12,EC,15,2359.3333333333335,2410.0,2420.0,96.24868582899988,9263.809523809523,2210.0,2224.0,2240.0,2410.0,2420.0,2453.0,2460.0,-0.7032077089410005,-1.5394495677215732,0.0407948654262503
BIM-12,EC_Norm,15,-0.17681159420289858,0.04347826086956522,0.08695652173913043,0.4184725470826082,0.17511927266180574,-0.8260869565217391,-0.7652173913043477,-0.6956521739130435,0.04347826086956522,0.08695652173913043,0.23043478260869563,0.2608695652173913,-0.7032077089409949,-1.539449567721579,-2.366770963008194
